CA150_0h,CUGBP_0h,ESRP1_0h,FBP11_0h,MAGOH_0h,NOVA1_0h,PRP8_0h,PSF_0h,PTB_0h,RAVER1_0h,RBM17_0h,RBM22_0h,RBM3_0h,RBM45_0h,SAM68TV1_0h,SC35_0h,sf3btv1_0h,SF3BTV2_0h,SKIP_0h,SND1_0h,SRM160_0h,SRSF1_0h,SRSF10_0h,SRSF3_0h,SRSF4_0h,SRSF5_0h,SRSF6_0h,SRSF9_0h,TIA1_0h,TRA2A_0h,TRA2B_0h,U11_0h,U12_0h,U2_0h,U2AF1_0h,U2AF2_0h,U4_0h,U4ATAC_0h,U5_0h,U6_0h,U6ATAC_0h,CA150_4h,CUGBP_4h,ESRP1_4h,FBP11_4h,MAGOH_4h,NOVA1_4h,PRP8_4h,PSF_4h,PTB_4h,RAVER1_4h,RBM17_4h,RBM22_4h,RBM3_4h,RBM45_4h,SAM68TV1_4h,SC35_4h,sf3btv1_4h,SF3BTV2_4h,SKIP_4h,SND1_4h,SRM160_4h,SRSF1_4h,SRSF10_4h,SRSF3_4h,SRSF4_4h,SRSF5_4h,SRSF6_4h,SRSF9_4h,TIA1_4h,TRA2A_4h,TRA2B_4h,U11_4h,U12_4h,U2_4h,U2AF1_4h,U2AF2_4h,U4_4h,U4ATAC_4h,U5_4h,U6_4h,U6ATAC_4h,Diabetes
601,66593884.1,6031062.114,351744.1218,72876015.35,3465980.76,26585738.55,45127789.91,1187.8364,42141512.78,5826746.857,67522690.86,56457582.52,101250471.2,15695570.21,3872426.343,12962125.32,156632.9322,50112440.48,21541.44436,90274426.84,22301108.01,164644.3811,68127544.62,1090826440,42193931.38,307244256.5,7206026.617,275205242.8,45733899.23,34808575.24,78215340.63,267840352.1,40128.5789,284541434.5,8996998.478,7098073.664,4856053155,1557664.363,2677021.664,12973700.1,506429.2872,103765012.6,9634824.95,110131.21,213466633.6,5116334.59,269079.87,133327666.6,41727.62,69283078.94,15651131.49,62590726.81,94606741.74,161626204.6,37548078.51,8632436.85,20906726.21,571936.03,129691664.2,408993.9,136179575,36891533.69,145947.7,164418084.7,1351337715,72463069.84,348757332.2,12085960.94,317966706.4,72842884.84,84164531,157714639.6,374056222.8,139348.79,947517227.6,10406975.4,12776008.34,4681945841,630996.61,18902527.75,46544663.27,703824.33,N
610,4941341.399,724496.9905,928284.1364,21493006.33,2163523.345,20327004.01,21344177.39,58901.89179,9959816.487,3688725.752,32995792.91,8324110.272,19062159.47,2123465.833,82196.17378,534485.4653,3790688.218,20544803.3,144764.668,13371755.03,5521386.848,59611.92419,13120028.59,71442875.02,4405156.278,63097997.77,2644444.394,40420531.87,4872663.855,9177068.591,15067981.99,106766079.1,20704.42516,213515480.7,15875709.2,7312932.956,3650882042,2185082.393,3636596.53,131207352.7,10153667.13,21074295.98,5629217.58,176788.58,61014412.68,4224071.32,1316231.36,58208629.31,657025.96,15097256.96,7023117.77,18355789.39,19605832.53,35753938.52,6997729.17,1292116.61,2788047.98,10737652.95,57376337.72,1341894.05,21385901.23,29225950.44,39364.71,32255406.12,87892614.17,13586087.01,125297745.4,7624041.77,67146576.03,21554487.92,38862307.95,46157232.17,68215945.6,15766.47,219635063.3,13360897.18,14885818.66,1826500216,2462952.01,21412291.08,57251084.04,2186432,N
832,103960247.3,15427496.04,389041.6588,102592241.6,11841819.08,2067626.323,134484553.9,285574.8612,53838395.22,22138825,62604344.81,57490605.98,129774194.8,7768135.91,3820289.471,14259452.68,18891706.11,150780993.7,239883.6448,72754684.48,71057671.82,252363.3728,87343609.71,376166906.5,37484616.61,383988501.4,4890078.26,204212249.6,39099936.22,84648339.31,102600110.1,338474609.4,234118.4036,2430467953,34371799.5,42270251.96,9235371999,6077122.001,43263423.3,215157649.5,4512935.741,58011384.92,8577350.95,76221.99,54632925.76,8982236.12,72037.44,63562295.36,87453.85,27353184.95,10346355.52,24118187.89,33530855.91,42972136.05,6513136.97,2295363.31,5337308.09,9545729.84,61714101.02,241265.41,30637581.36,33900199.52,36959.33,55095187.1,209228470.2,19166421.58,137001151.5,1982889.19,90230306.66,26011729.15,39552845.61,53877228.97,158745803.2,83410.56,622599208.9,15554022.22,15198783.97,3093623233,1635698.81,27835964.71,94974004.36,1829738.26,N
884,25560579.03,3689485.85,160087.6264,46039095.88,4687004.799,1840603.131,42462735.15,309488.6623,18030948.53,8122405.002,18099868.21,21254130.36,44001936.54,5568103.016,1064465.932,5341555.87,9259320.317,53257676.98,570884.4291,26615592.33,22519808.48,28488.64561,34245979.62,97788898.53,15254324.01,116873218,9121280.773,65975289.67,16239329.85,42310714.24,31065158.01,190040341.6,271256.6501,675943135.9,11190296.77,14523239.86,1938514387,8239256.772,16676537.17,116340124.1,2960865.078,26935690.54,4430336.36,187407.05,46041200.1,6236901.56,2247613.31,41968097.24,78480.04,18725543.69,7341024.4,19160652.55,21386203.57,41652510.94,5984838.48,1157268.45,3930747.34,5009363.87,44703812.51,155709.32,31895649.18,23109423.51,42067.31,33683671.56,130411203.4,14173692.54,105164091.5,8218353.6,87808194.4,20317865.98,40622695.93,34944986.76,87363084.79,63911.44,329437554.1,13264510.55,13241353.67,2162132376,10948726.74,16221765.63,107673089.7,2082617.56,N
956,30309318.71,4686459.624,625777.8559,35369083.46,4183623.778,3771298.773,47343751.39,23090.59223,17598432.29,5312045.38,29033759.31,18087210.98,34632988.67,2526907.457,1292133.251,1902920.334,2458592.17,44397346.97,23338.8249,28169895.63,20916979.46,215072.3678,27998695.35,141471793.9,8448042.927,123214404.5,785754.4517,68638934.51,18309099.44,28224216.39,27282911.73,251332456,142400.089,642746202.3,13288879.85,8987296.733,12720244006,3445897.751,13668029.75,192133051.7,4555745.602,36686259.69,4549776.99,383940.62,36793709.29,4580164.69,3780466.13,52654559.92,181994.16,18250668.19,8235739.65,32909050.35,16702648.11,32752915.3,3339357.63,1178019.04,4548986.03,9322361.81,44702651.9,75377.75,20549427.12,24508076.59,170804.49,30752578.44,113473504.2,14618008.56,98218025.48,1666800.62,62725469.29,13879932.3,27125638.59,28840027.08,216539168.2,312036.51,624340643.6,13260109.04,14634709.41,6137113512,4327078.9,15457345.89,143218029.1,4315071.78,N
1031,38022258.92,6058456.804,113443.9493,45021299.25,6385948.045,46015.27669,57487195.27,75071.40463,19387363.41,6984763.829,19063081.5,25975229.75,37965030.93,4040937.115,1560888.656,4727620.129,6572713.137,67262355.66,123946.4945,27919422.54,27516410.38,79991.6544,36103902.73,162555219.3,14786915.19,113938389.2,1893385.251,73307333.68,20206098.15,34579157.22,40358332.65,107908906.1,75708.90055,1022930508,11121828.52,13295112.55,3365181890,1864564.906,19830773.08,72473079.15,1627262.481,55209559.24,9709421.79,93050.61,61793399.63,7166464.45,23375.34,80372623.55,426017.72,30703660.31,14268036.49,29810093.67,37322628.57,47375638.08,6724303.34,1817261.04,7030992.13,13090168.87,84028747.26,321839.09,39167198.43,38585502.27,10338.31,56861537.98,173381561.3,24244792.44,164781177.6,2933229.75,88648493.04,24409847.23,47816505.16,43218563.01,140312333.2,330227.36,547460152.8,16937744.97,22914779.51,1941799221,1243409.69,37640434.38,90195021.67,1745212.82,N
1069,29049679.27,4367801.516,212352.6465,46014337.98,7251603.095,475889.1518,48843810.7,939560.7525,17600629.7,8222669.945,18373552,22145367.25,49087290.71,9772901.783,1785442.844,6373970.384,10810023.9,51958796.48,965958.1055,23668877.81,25325458.02,35362.49417,35696562.74,125660168.9,15509434.24,149840147.7,8795134.453,86590124.99,25458617.29,45252318.4,44418437.55,149029665.4,393916.9321,665515674.9,11561521.37,13660838.24,1723316992,9114184.422,22586619.57,111220610.3,3075016.664,33890649.24,5758737.05,124196.88,55129163.12,6036388.09,436929.12,59188016.37,608366.01,22918382.17,9068690.03,21229219.84,24351960.93,36505356.6,9545008.53,1728346.77,6329132.69,10388499.64,63486818.64,818759.37,27407468.56,32478189.6,20099.62,37713109.7,121132430.9,19885853.13,144891879.8,8008859.13,88648535.09,24391180.9,36495025.12,39163381.71,149262246.5,365451.9,898889142.1,11597188.74,14754051.11,1643647934,6677604.23,25581235.64,107136309.5,4782430.01,N
1176,51724786.14,7532616.812,55099.82408,53695964.37,6233415.663,1558202.413,91441869.49,272013.9108,2730695186,16002277.64,36199829.11,43157019.38,69843436.89,12454601.58,2299916.795,9663785.079,6299424.317,45485132.96,6827.73703,50734397.71,43059634.63,22931.12549,66403625.79,218563345.3,31350814.92,161295311.9,17151326.88,137299220.7,42147834.11,65183329.39,85666296.08,115235369.2,66157.11634,168304107.9,20310718.56,28476397.21,1052680803,,34567514.96,114999641.4,121936.7719,38822887.46,6050348.43,184086.85,56530133.85,5218482.49,930587.49,62238422.91,267767.39,1931371400,8866947.72,26050549.56,30160561.84,38891586.34,10202216.93,1574711.67,2722400.87,7138855.93,49385264.91,4353.57,40985611.14,28539847.51,58337.87,42754686.62,154896436.4,17770515.85,144028280.9,8078996.96,90390392.08,27537379.83,68510514.91,59737527.75,127936744.5,21991.43,484441533.4,14469782.86,15782154.1,3160164700,,30156337.87,78129409.8,113722.93,N
1208,14754959.48,2701479.505,278346.6998,35884207.29,3317452.659,7693673.745,30834598.34,65751.10783,13095302.58,5186862.104,18578947.36,15033381.16,27676101.32,3039593.436,680250.5979,2921712.478,5110261.608,27242373.14,158789.2283,21526547.18,16292270.72,40470.29708,25959942.54,81105281.67,9454186.056,80719964.06,4945276.927,64245911.51,9668496.599,26716365.68,31691069.66,78228134.29,40141.45331,175197267.8,23441314.64,9782779.554,2318799554,1710869.31,14974462.1,104409666.1,4199601.018,30042585.94,3788193.42,167296.11,42274902.31,4311878.26,452965.86,57824039.04,282837.75,18498347.12,6265402.55,18700597.78,20050723.78,39908486.17,8117033.09,1142383.83,3680192.95,8276077.64,43394258.41,712097.87,30149144,24491679.04,75660.18,36322118.51,99827781.12,12223813.42,122011268,5605315.15,69765237.12,15781749.13,45314541.03,40518297.58,79346465.67,34708.02,1010129083,20345904.17,12640680.88,2883776308,1880329.73,32926190.67,82449933.26,3548628.79,N
1258,22118398.86,3663717.912,98613.96543,61248317.59,5486512.559,470047.786,49973179.71,837320.3261,18790137.01,7838218.922,15662872.89,18500147.74,38069152.84,8928150.538,1618982.628,4572500.167,14948622.27,49210764.74,1193894.18,32662974.11,31224005.24,42063.98858,36391404.29,165431075.8,12095381.61,106650129.7,8031574.274,102154990.3,25926669.63,38903498.8,58983010.17,61047500.14,139352.6694,244932073.2,18231619.16,11687944.76,1847991072,4905229.599,24941307.85,73490177.35,1889511.894,26167350.97,3628977.2,105659.25,52683211.62,5089509.33,73652.98,43069412.45,459874.83,19938552.41,7060339.31,16052621.45,23290873.48,38786170.81,6047412.71,1505148.53,5669724.98,8387006.97,58658312.43,834015.9,23886294.32,25137276.98,40013.64,29271186.86,91467406.75,13886319.62,96110061.31,6235336.12,73814133.77,19284834.86,42405300.98,33492481.69,36750553.91,52056.54,251237359.6,20340839.11,13742577.52,1023829854,1366810.93,26495188.76,69523587.38,2954921.61,N
1352,35214308.13,5190112.266,2588573.895,5808801.277,1326196.438,49116526.06,14507144.74,18765.24772,461551089.1,2938231.641,17692317.1,13583364.82,24739118.95,609266.7801,631479.3038,567875.9546,4776066.006,47714947.62,938.53402,5036591.856,19178986.43,1022658.136,40097304.59,46004024.52,10483989.42,108035925.7,2719366.969,132706517.8,2842114.263,65407752.55,4117807.64,170157869,73463.15718,,13915606.55,4989132.371,39228084110,,25068549.31,172877712.1,112485.3945,39848276.11,6862736.32,302168.26,55467126.43,3779295.48,738759.53,60270682.65,142037.25,1748721604,9950246.55,28344141.1,30118723.38,33733135.13,8905634.1,1544721.28,4549633.97,6130736.41,44790477.91,3313.95,49772409.05,27437574.16,131603.43,38300800.97,113626922,18521273.18,124070983.3,6171128.47,102917992.8,27354352.17,53105065.98,55251248.33,195972392.3,17158.1,462303659,11697349.94,13720763.51,4201101325,,24799920.85,40038174.7,57037.78,N
1360,33368538.73,3839650.269,167825.1491,38847731.64,5453251.083,4536971.803,49381192.54,536613.6458,18023607.04,5916108.453,24588931.02,18928643.79,43880787.16,9728288.952,1111329.554,4487314.36,6959127.081,43187841.8,279435.0362,29979661.55,31261714.83,47800.07534,30484707.7,122188243.4,13613860.6,158235355.5,8668307.1,88344574.96,28998901.6,60475341.64,47547822.46,131699208.2,80395.50771,610321022,21019205.85,18044336.81,2577621287,3323771.749,36225131.66,138477133.4,5031727.678,35232697.12,5051303.93,166572.72,52363303.89,4994031.15,1099093.42,56753295.81,571661.87,21517420.09,6053516.87,22938754.63,25276355.7,43927038.49,11861143.89,1296023.18,7056830.65,9313955.47,49029266.58,702425.53,28448830.23,40279947.27,17356.9,32883839.18,147367045,17298980.69,144750606.2,8157159.3,107897690.8,38671397.84,65401266.57,47104682.06,110048326.7,58711.76,490977640.3,17139621.35,17720836.39,2278867196,1632435.56,39902797.12,103228268.9,4807471.23,N
1372,30951996.34,4601511.386,61683.93971,53540645.67,6931353.316,113168.9623,53794460.85,435217.0084,19812825.79,8835235.904,19219231.35,,35450221.08,7486129.741,1644069.351,6884730.24,11013286.57,41633294.53,1408199.428,34626523.38,26685788.05,55125.54907,38366775.64,200642386.7,14696603.45,138197135.9,11128430.5,98967951.61,30073097.99,62506234.77,90528801.51,291214595.3,,593454172.1,15897125.67,17680989.56,1570475468,3097399.817,24613676.74,48500745.06,1506572.075,46698155.05,7333520.73,100846.78,66130251.26,6319082.51,102508.18,75948310.67,636757.98,31919700.94,14570048.94,27278442.47,,43694382.46,8378676.28,1786696.59,7134056.46,13458440.66,64653388.17,1313793.53,46472023.82,37088751.41,91691.7,56235875.68,144553786.6,28677150.68,171754236.1,16919215.18,93205306.1,29625537.85,55228885.76,64644929.98,162979137.3,1306777.98,478913811.7,13752393.3,19449073.95,1818752812,607512.81,37873924.03,73447608.13,2230220.38,N
1382,23280803.05,3670517.381,115994.7344,51057255.07,4370513.602,2046913.78,54079220.17,397084.487,18428401.77,8288565.614,18018766.11,27162673.14,42356450.96,7882368.032,918272.8357,6455694.751,11140471.21,49596245.5,829279.2,28009751.68,40542518.34,26658.25465,29644408.9,123977365.5,12755655.47,125043624.9,8035247.527,101160940.6,24439678.58,45896500.99,44356685.4,69107877.68,47684.95924,285681790.4,13594064.58,16815252.63,3360136497,2284822.201,25551301.66,90070479.27,2204442.415,31039484.67,4888419.55,100718.93,52442382.53,4914425.65,273893.28,68675510.15,569437.36,17796461.31,8271545.32,20452432.99,23745795.86,39157299.8,10287041.93,1330632.11,6222208.15,8670244.4,46259816.82,823148.05,32081912.83,38369058.43,27127.52,32614326.64,111710659.5,17386429.47,107809934.1,6493515.31,105888235.6,32137737.6,43698622.28,42926155.81,53957275.53,17414.77,372121494.4,15119553.08,16815996.46,1848609316,880372.23,31575558.93,77944644.48,1881572.28,N
1413,18995901.38,2868547.739,192039.0832,32233167.62,3783777.296,7029866.073,47077994.12,124114.2148,13314867.08,5719780.168,20690652.82,22802240.53,42376845.07,3976324.109,497004.6107,3046038.493,6087090.623,39067633.67,281158.9955,22119338.93,23579757.9,29191.74848,22385754.44,95616588.89,9013163.067,127449362.5,5680256.793,69334898.75,14514122.99,42947689.71,39165492.84,60477555.39,28066.62743,457270033.2,11495312.66,11570337.35,4078042761,1933658.283,19185126.68,104543949,3246595.359,29428703.34,6155218.44,126199.99,62709686.88,3339746.08,321723.41,67985129.15,422947.83,19118173.5,7340291.37,18113169.91,26423893.73,34362813.5,9159557.48,907142.59,6421678.85,9863337.77,53309730.81,1108404.32,24083160.54,42941191.9,22590.11,30183684.36,112747341.6,13127335.68,98944730.04,5648237.92,84061607.48,28707474.21,50367698.89,35052986.39,41051582.91,29749.69,237092512.5,12058096.01,14273643.95,3981017306,667155.61,29548727.22,73619356.4,1322259.38,N
1419,29467086.75,4928463.11,90801.60426,57380027.81,4446411.33,95013.66636,63505481.16,201260.4014,20844897.28,10234587.98,22378505.74,25947470.05,40474451.84,9511366.667,1079141.565,5454518.762,8524797.94,48163845.91,444656.8583,37088400.51,37213552.78,19840.526,26282804.98,136455104.2,16511960.31,160790219.4,7888483.425,97299220.1,28579339.38,39103360.31,47051088.96,83399745.6,49088.17088,382146882.1,14265805.85,15584146.85,2443351220,1971655.448,30795122.56,93821508.75,2484671.246,23144211.88,2753965.09,357500.19,47026024.72,3530307.77,11483283.81,48752459.23,277613.88,15056492.17,6458971.89,25024077.15,20562904.97,29448055.5,8162582.88,676757.98,4253476.01,7850221.87,36290907.97,567940.76,26066107.75,26087632.67,39401.84,26555161.6,111034954.2,11809502.56,91293552.63,4229457.19,89196397.15,20839253.96,33095368.83,34611026.88,132481746,94904.76,710631479.7,18605149.4,11991973.73,3892972398,3280419.35,18956200.52,175763850.1,9099542.57,N
1490,,31175116.83,2980276.448,,56960.00722,41027547.22,227429875.4,17560.06022,86477716.61,,,112836175.7,524872508.7,,17671388.42,23583131.97,7428254.11,110364425.1,,,,,,1654680451,,,,1019323986,,,274387112.5,,110233.6208,393785017.6,,,6810764316,31074393.11,22207173.8,,,28764892.17,3012729.62,147842.91,30894996.77,2476649.21,630351.51,38662618.46,99426.45,16800026.85,7652639.61,16530597.61,16764108.95,21125054.33,8018576.55,1361974.64,3507198.96,1956108.38,26911524.63,284061.67,30956405.53,18443978.41,56827.38,30356889.31,111993161.9,14074009.79,95722882.7,8435717.29,66580484.26,20621026.75,35447800.08,31299685.89,255112682.8,125071.95,483050572.6,8145764.73,10629261.63,3275746451,2338267.08,19047484.92,47850402.64,1431298.67,N
1558,15126529.5,2950934.046,99200.40357,20441603.62,1552296.61,361523.4525,27053293.94,22459.96396,16886460.09,2526210.702,11334839.17,12296525.63,35991887.49,2296824.284,378041.2627,1280274.111,2501522.777,14309831.14,52679.19466,22697263.65,13852484.6,33172.3727,23661059.81,58836079.71,5086029.574,74474175.22,2675124.611,62011491,8491869.558,28696245.21,17691479.09,138731818.1,63726.32711,296391408.1,7797599.324,7183976.107,1794394639,817384.8339,9569898.279,31052221.22,858948.0737,40447993.57,9612797.09,172341.09,1811827.66,1173296.18,1164246.62,15005772.17,0,32823962.19,1925258.88,24482304.99,9113653.19,56016473.32,434774.25,0,190349.37,18132.05,2729410.11,0,54935881.67,5863705.6,20261.69,43144702.12,112879502.4,8207011.99,81553667.24,3594484.75,129152162.1,15719308.89,37556505.84,15393122.88,52791465.33,2050.38,21796855.54,21189787.55,7072115.43,6118020771,132552.5,19365701.14,10259170.8,39124.84,N
1604,35191839.64,5756636.173,89461.23666,61620053.6,6208645.888,201045.5374,66955904.78,196871.9387,18370867.04,8862630.884,22367451.84,,43421136.47,9857013.467,1999476.409,5752303.548,9084323.102,53322292.41,706976.7906,34712290.51,31402414.18,17135.20408,35733682.03,228718054.3,15572305.79,141123187.6,7117373.008,86806771.3,37751869.81,70079940.05,84864891.72,128180669.3,75590.17351,630520525.2,14039324.65,19248856.64,2243556700,1997280.391,33559233.26,67056626.81,1186483.435,36281319.82,6768915.14,130583.52,74546959.85,7859384.29,243230.03,62527333.47,153782.97,22296240.65,8757547.92,21649811.93,,33588788.31,12124874.35,2032677.12,3467992.8,9590801.57,49380924.29,1009102.46,38832606.8,34899482.39,62429.54,42292429.88,191082583.8,16779454.98,142814816,7148279.5,92038495.78,36836793.72,48884788.85,75095317.06,113518738.5,31415.65,1113653970,13825333.96,14583818.66,4040093562,1212426.04,32785971.77,59311074.47,2250200.13,N
1620,23993069.63,3741584.43,223324.0729,33419343.26,1917103.627,4685158.487,60767062.5,106645.3535,22915087.64,5630989.844,26685916.12,24524137.13,34698161.1,5692518.994,746141.7339,2806128.866,4336472.515,31054952.34,283242.4244,14965592.52,24756212.34,17790.47466,39742301.29,79289631.8,10285032.27,92640468.78,3323176.712,69187315.5,18811349.92,32411826.57,22444660.13,68126821.98,18915.93276,398565086,9920212.867,12205165.42,1557199041,579732.6955,15812880.42,91813905.13,2750589.249,15728893.71,2601900.33,293530.82,11769591.81,1296396.75,5560185.67,42839825.52,28810.62,17962214,4322555.65,25111896.57,12391084.46,32337250.25,2958655.1,307583.15,1808232.46,2322607.03,12647984.1,103266.01,14631534.34,11689073.07,76276.4,25370577.02,28193108.85,9144002.13,77747038.87,4535830.49,38100890.15,5010083.26,13159121.24,8091655.72,84591735.17,70091.62,305678165.6,10732192,9258250.96,1900542218,608045.04,13751166.05,84769579.26,2979278.48,N
1628,25190146.94,4050297.639,233103.4685,48920168.26,4246601.673,2386833.494,38191037.57,195130.4435,15746692.51,5714817.761,18795168.53,,32420281.52,9001356.255,1311433.805,2447109.24,7355768.163,37798184.07,659546.6014,31835597.01,21631687.32,80311.43067,25266222.74,139296253.5,11275536.53,111334290.1,6096274.386,64669826.79,24237195.09,31313870.94,52446596.73,148854452.9,75661.39854,943430381,10762682.65,9123951.37,3914588574,3723931.362,28043575.16,136389095.7,2711782.546,42511513.41,5423629.76,81642.99,66319006.23,5898296.35,188057.07,83734971.08,710898.31,24161541.81,14100130.1,20768742.37,,44935252.07,8533445.87,1624381.97,8789379.96,14475407.57,48595950.75,1902041.44,43531759.86,32205953.74,54249.34,41043352.9,162060955.7,20953943.39,152130837.1,11085051.22,86654014.96,25311985.22,44467473.66,71634337.43,103155657.4,80075.21,607995062.6,16826238.86,21324454.92,2049051506,1835328.91,35145798.07,59235766.34,1350513.42,N
1661,228160029,2892408.893,,22435639.59,1843044.767,,46710976.07,10336.47118,2749471079,4905039.881,54736209.31,13235429.18,59167263.17,4837710.383,1866848.531,1286176.793,5648466.282,53331606.81,316.42193,44722810.01,46152224.82,,179784922.3,161132116.5,7829682.677,211557970.4,7324674.777,166661358.4,4906767.979,61598562.27,25119092.55,293455860.6,126513.1101,3114203481,33159685.84,4549627.42,35883005320,,40349710.82,220605948.7,166315.0374,37253553.49,2070620.39,1934691.99,4794234.03,636265.8,149519226.1,23797256.73,33940.08,645965695.7,1660983.76,85741182.31,8273582.26,47543557.21,997440.14,516178.88,1111842.83,856526.02,14105976.38,316.81,12402318.8,11135484.64,515977.06,64451406.88,129321019,4839582,87641296.85,5468065.17,63587224.32,4143165.88,50185105.34,9110752.66,535891718.9,63160.26,2058681544,34999821.48,7009921.36,11967183264,,23124629.49,943892508.3,411837.48,N
1675,31394425.43,4906662.839,126207.4405,56720395.9,2155014.896,88624.50134,58845260.36,518560.4216,19077504.27,12060259.22,15932722.17,19622765.33,24121797.71,6911645.949,504238.6396,3628921.003,5677538.293,45914509.03,319810.483,44687625.66,30023575.01,28659.12473,26348159.42,84252871.15,13776134.81,108370905.9,5310742.134,95458958.43,21889759.25,42687325.92,49661462.12,91728455.58,44217.07999,571236308.6,19649006.41,13932730.17,2992821445,391436.4323,22173722.08,66693456.7,2259993.818,33299204.08,5137943.11,251626.51,42832401.8,3027261.77,7204948.06,54433636.42,304788.85,21821024.13,11064232.56,26374841.97,18989729.23,34985819.78,7917282.02,685001.55,3318463.88,4235183.77,47662737.34,97940.01,40998268.94,30914172.2,27824.02,23492361.41,94855352.69,11449750.12,118592801.8,4820282.61,88160310.13,21766967.36,31195695.23,31112919.34,108299022.4,24204.41,490052342.8,19888267.34,15259626.66,4280759880,2573152.82,26148027.41,114503825.5,5871714.81,N
1692,36397172.79,5568602.867,42528.62096,62055335.56,9011987.989,577377.1017,72743991.21,880087.5512,24493567.19,16200667.36,24250739.32,31266402.56,59107646.91,11907003.6,2073411.684,7761915.095,9600234.918,71171960.71,587483.116,47978767.41,36731119.09,12242.74651,46487922.19,201272022.6,19437949.28,158145865.7,12692360.98,142097814.6,33682380.01,74865925.31,55072003.11,144996192.2,447626.5093,280391037.8,27448049.92,33247000.83,830003365.7,9090405.989,39460973.29,127019216,2108740.05,51304802.91,9063677.4,64843.4,61467904.65,7012419.53,421521.48,112344039.9,605809.46,37526432.97,25385659.73,34357465.69,35545213.34,70672150.23,15284753.94,2606814.53,8026741.68,6036193.06,65305462.62,398968.17,78820428.05,58618777.26,13538.72,52133288.93,238696853.5,26371168.86,143430259.1,11641158.13,189541976.3,45077949.94,73388226.4,55185644.72,68403350.07,26537.19,183047963.9,31086305.72,44642605.27,745626658.5,3923149.8,52872480.34,97818476.05,2021738.64,N
1715,28413275.35,5999760.906,406353.4708,48667272.57,4138007.116,1313790.398,54477060.92,26719.34443,1444386159,9132462.522,20029053.94,36993606.58,48266392,8871747.751,1621160.661,3229289.694,5688418.352,43058825.14,1439.76682,39527568.25,26456959.94,99881.10536,41616775.6,189434739,13877054.64,155266299.4,4475819.794,99369377.79,27139433.44,42502214.7,42538369.73,170220355,36170.39301,711941630.7,9303964.793,15486328.97,6322876751,,17371805.43,56437849.92,105268.6506,35665511.12,3367574.59,1508548.54,7115297.7,843244.89,42337409.56,30728757.21,7831.44,1353764493,4105472.21,22351024.55,15558810.04,52379599.69,2258987.95,1404477.44,1244941.19,1335331.73,29908200.99,349.12,34772179.21,23166148.13,491371.46,52918357.05,110184858.5,7411290.07,110124531.2,5305841.73,146010102.2,7437242.87,32001814.95,15891840.52,93973412.01,17752.69,3899309651,14557386.14,7908358.77,20042486370,,30568091.16,102235220.5,151772.28,N
1727,37789769.97,5789658.237,80109.44817,62615676.23,5168704.431,1223804.897,70586143.79,929078.0004,22121911.44,14352988.22,20739885.75,25020721.22,34638548.35,10377326.55,1103162.815,5168951.75,7055077.595,59171532.74,394126.6189,42649489.79,38044925.06,15579.1551,35139342.57,152842784.8,16417775.48,154455872.5,7388413.308,106869231.7,33203526.03,66558418.21,51003231.58,77849324.76,81550.64389,407778745,20643614.59,24356291.53,2016271802,2536652.914,36695778.44,80378010.19,2732672.027,31051204.97,5385336.77,98984.35,55261515.4,2781999.2,,70186133.97,370262.73,21014396.83,12427559.13,18537671.3,22307774.61,27682811.01,7860508.56,687443.06,3093605.6,3429863.18,47568852.15,185283.03,47384558.42,28410060.58,22305.52,30879573.56,116854955.9,11289576.74,104852807,4422750.44,108643137.6,29719945.84,47697972.7,37685340.62,35729617.84,7482.33,269368612.1,17941753.4,21398207.53,2387795848,1875707.66,27599458.52,82427920.54,2022899.46,N
1742,64146973.84,6854009.412,1314657.205,15982958.64,2075528.096,5090798.744,51999838.78,33289.50648,2673262270,3315405.445,16277280.84,16696439.97,90837442.22,3612072.856,1785296.945,2128755.69,2846102.295,53501474.46,978.55172,44426702.43,42698915.96,562682.215,66838044.19,144161264,10040568.67,268328763.3,12599074.66,242479514.5,8838704.416,58410994.33,20801911.97,239543605.4,159772.7079,3657981526,7869149.143,10071244.16,22563241168,,63320459.77,70126072.26,100591.1653,37650047.91,418847.88,4500323.52,679565.38,290507.52,365144039,1758326.3,103820.13,50525935.43,183965.85,115246810.5,2362109.27,35826791.85,285771.69,67051.25,174013.91,50819.29,888944.82,67.97,1642020.16,2934032.69,1440510.65,199834032.3,180422718.5,661523.04,6549419.36,1339044.14,48676699.97,288604.27,13282688.32,909597.16,281525223.3,76538.46,351219559.4,62890320.7,676726.61,3697661135,,5322666.94,782162667.2,730913.47,N
